payment_value,payment_installments,price,freight_value,item_count,delivery_delay_days,review_score,product_category_name_english,high_risk
159.41,1.0,149.99,9.42,1.0,20.0,1.0,toys,1
222.92,1.0,207.3,15.62,1.0,-26.0,4.0,computers_accessories,0
29.41,2.0,14.31,15.1,1.0,-8.0,3.0,auto,0
114.34,6.0,87.6,26.74,2.0,-12.0,5.0,bed_bath_table,0
24.75,1.0,12.9,11.85,1.0,-7.0,5.0,sports_leisure,0
84.23,6.0,69.0,15.23,1.0,-1.0,4.0,consoles_games,0
72.9,7.0,49.9,16.11,1.0,-21.0,3.0,furniture_decor,0
136.08,1.0,109.0,27.08,1.0,-18.0,5.0,kitchen_dining_laundry_garden_furniture,0
91.71,1.0,59.0,32.71,1.0,-14.0,5.0,cine_photo,0
147.15,7.0,129.99,17.16,1.0,-18.0,4.0,cool_stuff,0
46.68,1.0,38.9,7.78,1.0,-9.0,5.0,telephony,0
175.86,7.0,152.0,23.86,1.0,-14.0,5.0,health_beauty,0
106.21,2.0,93.0,13.21,1.0,-12.0,4.0,furniture_decor,0
272.64,1.0,225.98,46.66,2.0,-9.0,3.0,computers_accessories,0
198.48,10.0,179.97,18.51,1.0,-13.0,5.0,housewares,0
218.63,10.0,199.0,19.63,1.0,-22.0,5.0,cool_stuff,0
271.38,4.0,233.98,37.4,2.0,-10.0,4.0,office_furniture,0
241.36,10.0,162.0,79.36,4.0,-13.0,1.0,housewares,1
173.53,3.0,149.9,23.63,1.0,-17.0,4.0,baby,0
71.65,6.0,58.9,12.75,1.0,-13.0,5.0,furniture_decor,0
155.0,6.0,142.5,12.5,1.0,-11.0,5.0,perfumery,0
127.98,2.0,103.97,24.01,1.0,-14.0,5.0,furniture_living_room,0
315.84,3.0,299.0,16.84,1.0,6.0,2.0,bed_bath_table,1
113.42,2.0,99.0,14.42,1.0,-27.0,5.0,fashion_bags_accessories,0
242.1,8.0,229.0,13.1,1.0,-20.0,5.0,watches_gifts,0
186.38,10.0,139.8,46.58,2.0,-15.0,5.0,auto,0
168.83,3.0,149.9,18.93,1.0,-6.0,5.0,auto,0
67.53,2.0,48.0,19.53,1.0,-14.0,4.0,furniture_decor,0
80.26,1.0,43.8,36.46,2.0,-22.0,5.0,perfumery,0
37.61,1.0,29.9,7.71,1.0,-10.0,5.0,health_beauty,0
35.09,2.0,19.99,15.1,1.0,-13.0,3.0,health_beauty,0
50.0,1.0,35.9,14.1,1.0,-15.0,5.0,baby,0
217.94,8.0,199.0,18.94,1.0,-13.0,5.0,perfumery,0
77.79,1.0,65.0,12.79,1.0,-14.0,5.0,electronics,0
163.39,2.0,150.0,13.39,1.0,-15.0,5.0,sports_leisure,0
117.96000000000001,1.0,110.32,7.64,1.0,-22.0,5.0,health_beauty,0
120.5,1.0,82.17,38.33,1.0,-12.0,5.0,furniture_decor,0
157.45,1.0,130.0,27.45,1.0,-12.0,3.0,market_place,0
26.68,1.0,18.9,7.78,1.0,-13.0,5.0,telephony,0
144.11,2.0,118.0,26.11,1.0,-9.0,4.0,perfumery,0
103.43,5.0,82.9,20.53,1.0,-21.0,5.0,health_beauty,0
125.99,1.0,103.99,22.0,1.0,-36.0,4.0,furniture_living_room,0
238.09,3.0,220.0,18.09,1.0,-4.0,4.0,music,0
53.24,1.0,34.9,18.34,1.0,-9.0,2.0,0,1
50.93,1.0,38.0,12.93,1.0,-9.0,5.0,toys,0
106.33,4.0,84.9,21.43,1.0,-6.0,5.0,0,0
76.78,4.0,69.0,7.78,1.0,-4.0,4.0,fashion_bags_accessories,0
43.09,1.0,27.99,15.1,1.0,-18.0,5.0,telephony,0
95.54,1.0,79.98,15.56,2.0,8.0,1.0,telephony,1
177.37,1.0,160.0,17.37,1.0,-10.0,5.0,sports_leisure,0
228.79,10.0,199.0,29.79,1.0,-16.0,5.0,cool_stuff,0
25.13,1.0,9.9,15.23,1.0,-6.0,5.0,electronics,0
179.98,1.0,149.9,30.08,1.0,-14.0,5.0,computers_accessories,0
28.46,2.0,17.5,10.96,1.0,1.0,5.0,bed_bath_table,0
61.73,1.0,43.5,18.23,1.0,-16.0,3.0,computers_accessories,0
68.96,1.0,54.99,13.97,1.0,-5.0,5.0,bed_bath_table,0
93.37,4.0,85.9,7.47,1.0,-21.0,4.0,housewares,0
102.23,1.0,89.9,12.33,1.0,-16.0,5.0,bed_bath_table,0
79.23,3.0,69.99,9.24,1.0,-12.0,4.0,garden_tools,0
122.5,1.0,107.0,15.5,1.0,-12.0,1.0,sports_leisure,1
115.36,2.0,99.8,15.56,2.0,-8.0,5.0,toys,0
61.32,1.0,45.0,16.32,1.0,0.0,5.0,sports_leisure,0
40.76,1.0,27.9,12.86,1.0,-13.0,4.0,food,0
40.0,1.0,25.9,14.1,1.0,13.0,1.0,telephony,1
218.22,1.0,183.43,34.79,2.0,-13.0,3.0,housewares,0
158.38,4.0,132.7,25.68,1.0,-7.0,4.0,cool_stuff,0
32.69,1.0,15.9,16.79,1.0,-1.0,5.0,bed_bath_table,0
123.48,1.0,105.9,17.58,1.0,-17.0,5.0,furniture_decor,0
79.33,3.0,69.99,9.34,1.0,-23.0,4.0,toys,0
37.13,1.0,18.9,18.23,1.0,-48.0,5.0,telephony,0
53.82,1.0,35.9,17.92,1.0,-14.0,5.0,luggage_accessories,0
77.9,1.0,59.9,18.0,1.0,-30.0,5.0,musical_instruments,0
175.77,10.0,159.9,15.87,1.0,-16.0,4.0,watches_gifts,0
177.1,3.0,119.49,57.61,1.0,-6.0,5.0,sports_leisure,0
54.18,1.0,25.98,28.2,2.0,0.0,1.0,stationery,1
137.31,6.0,72.0,65.31,1.0,-6.0,4.0,sports_leisure,0
36.75,3.0,24.9,11.85,1.0,-11.0,4.0,bed_bath_table,0
40.29,1.0,32.9,7.39,1.0,-7.0,5.0,bed_bath_table,0
69.64,1.0,56.9,12.74,1.0,-11.0,5.0,furniture_decor,0
82.9,1.0,59.9,23.0,1.0,-17.0,3.0,auto,0
858.65,10.0,795.0,63.65,1.0,-14.0,5.0,small_appliances_home_oven_and_coffee,0
161.53,1.0,149.0,12.53,1.0,-17.0,5.0,computers_accessories,0
79.7,1.0,65.9,13.8,1.0,-14.0,4.0,computers_accessories,0
208.64,3.0,199.99,8.65,1.0,-15.0,4.0,computers_accessories,0
65.88,1.0,47.65,18.23,1.0,6.0,1.0,health_beauty,1
236.8,8.0,219.0,17.8,1.0,-6.0,5.0,home_confort,0
221.81,2.0,185.81,36.0,1.0,-30.0,5.0,computers_accessories,0
169.76,1.0,159.9,9.86,1.0,-9.0,1.0,perfumery,1
60.37,2.0,51.9,8.47,1.0,-4.0,3.0,health_beauty,0
118.63,1.0,109.7,8.93,1.0,-3.0,5.0,sports_leisure,0
83.41,3.0,69.9,13.51,1.0,-2.0,5.0,bed_bath_table,0
712.25,12.0,699.0,13.25,1.0,2.0,1.0,cool_stuff,1
98.04,1.0,74.69999999999999,23.35,3.0,-7.0,5.0,fashion_male_clothing,0
140.54,4.0,118.0,22.54,1.0,-16.0,1.0,watches_gifts,1
1040.55,10.0,969.99,70.56,1.0,-13.0,5.0,garden_tools,0
27.85,1.0,16.0,11.85,1.0,-6.0,5.0,garden_tools,0
288.99,1.0,265.0,23.99,1.0,-9.0,2.0,housewares,1
215.85,3.0,194.0,21.85,1.0,-7.0,5.0,sports_leisure,0
232.5,6.0,188.9,43.6,1.0,-12.0,5.0,housewares,0
56.59,1.0,48.99,7.6,1.0,-6.0,5.0,health_beauty,0
122.62,2.0,109.9,12.72,1.0,-10.0,5.0,baby,0
50.13,3.0,34.9,15.23,1.0,0.0,1.0,furniture_decor,1
68.89,1.0,56.99,11.9,1.0,-9.0,5.0,perfumery,0
122.43,1.0,103.9,18.53,1.0,-19.0,5.0,electronics,0
49.6,1.0,34.5,15.1,1.0,-13.0,5.0,auto,0
206.77,4.0,174.9,31.87,1.0,-16.0,4.0,furniture_decor,0
266.89,3.0,246.62,20.27,1.0,-12.0,5.0,telephony,0
44.1,1.0,29.0,15.1,1.0,-14.0,5.0,garden_tools,0
203.82,1.0,166.9,36.92,2.0,-18.0,5.0,computers_accessories,0
56.37,1.0,38.0,18.37,1.0,-9.0,5.0,health_beauty,0
126.3,8.0,109.9,16.4,1.0,-1.0,5.0,watches_gifts,0
91.03,8.0,69.9,21.13,1.0,-12.0,5.0,housewares,0
147.28,6.0,119.9,27.38,1.0,-18.0,3.0,toys,0
47.38,1.0,34.9,12.48,1.0,-15.0,4.0,fashion_bags_accessories,0
208.87,6.0,185.0,23.87,1.0,-7.0,5.0,sports_leisure,0
600.43,10.0,559.0,41.43,1.0,12.0,1.0,auto,1
1122.45,1.0,1099.99,22.46,1.0,-11.0,4.0,auto,0
202.06,7.0,187.0,15.06,1.0,-14.0,4.0,computers_accessories,0
88.16,2.0,72.9,15.26,1.0,7.0,1.0,bed_bath_table,1
192.16,9.0,179.0,13.16,1.0,-5.0,4.0,housewares,0
92.89,1.0,79.99,12.9,1.0,-10.0,5.0,perfumery,0
70.3,1.0,49.9,20.4,1.0,-14.0,5.0,toys,0
64.77,3.0,52.9,11.87,1.0,-14.0,4.0,housewares,0
237.84,4.0,189.7,48.14,2.0,4.0,5.0,sports_leisure,0
142.06,2.0,99.0,43.06,1.0,-14.0,5.0,garden_tools,0
324.94,10.0,265.0,59.94,1.0,-18.0,5.0,pet_shop,0
86.8,8.0,78.99,7.81,1.0,-8.0,5.0,consoles_games,0
35.22,1.0,16.99,18.23,1.0,-8.0,5.0,telephony,0
244.74,2.0,219.8,24.94,2.0,-14.0,4.0,bed_bath_table,0
325.89,2.0,309.99,15.9,1.0,-27.0,5.0,pet_shop,0
145.17,1.0,112.0,33.17,1.0,7.0,4.0,construction_tools_construction,0
573.56,10.0,540.0,33.56,2.0,-32.0,5.0,pet_shop,0
75.68,6.0,56.1,19.58,1.0,-17.0,5.0,bed_bath_table,0
256.6,3.0,248.0,8.6,1.0,0.0,1.0,watches_gifts,1
59.24,4.0,49.9,9.34,1.0,-9.0,5.0,housewares,0
65.14,1.0,57.0,8.14,1.0,-5.0,5.0,home_appliances,0
150.93,2.0,119.0,31.93,1.0,-8.0,5.0,furniture_decor,0
92.01,9.0,78.8,13.21,1.0,-22.0,2.0,furniture_decor,1
96.01,1.0,69.9,26.11,1.0,-8.0,5.0,furniture_decor,0
202.05,2.0,185.0,17.05,1.0,-12.0,5.0,sports_leisure,0
72.96,1.0,52.11,20.85,1.0,2.0,1.0,housewares,1
121.56,10.0,103.9,17.66,1.0,-31.0,5.0,health_beauty,0
93.32,1.0,47.98,45.34,2.0,0.0,1.0,telephony,1
35.01,1.0,18.9,16.11,1.0,-15.0,5.0,stationery,0
57.34,5.0,47.9,9.44,1.0,0.0,5.0,baby,0
46.7,1.0,32.99,13.71,1.0,-14.0,5.0,pet_shop,0
165.52,6.0,138.0,27.52,1.0,-12.0,5.0,bed_bath_table,0
239.73,1.0,229.0,10.73,1.0,-18.0,5.0,electronics,0
91.67,4.0,76.07,15.6,1.0,-3.0,1.0,housewares,1
102.11,2.0,82.99,19.12,1.0,-14.0,3.0,auto,0
57.17,1.0,34.99,22.18,1.0,-1.0,5.0,fashio_female_clothing,0
135.08,1.0,89.99,45.09,1.0,-5.0,5.0,garden_tools,0
75.28,2.0,49.9,25.38,1.0,-20.0,5.0,health_beauty,0
65.13,3.0,39.5,25.63,1.0,-6.0,3.0,baby,0
95.37,1.0,72.0,23.37,1.0,-12.0,5.0,bed_bath_table,0
151.05,1.0,135.0,16.05,1.0,0.0,1.0,computers_accessories,1
115.35,8.0,99.9,15.45,1.0,-9.0,1.0,health_beauty,1
247.48,6.0,228.0,19.48,1.0,-15.0,4.0,perfumery,0
35.04,1.0,18.99,16.05,1.0,-17.0,4.0,telephony,0
50.93,1.0,28.0,22.93,1.0,-21.0,5.0,housewares,0
43.41,1.0,35.0,8.41,1.0,-1.0,4.0,christmas_supplies,0
138.28,1.0,122.0,16.28,2.0,-1.0,4.0,sports_leisure,0
85.23,2.0,69.99,15.24,1.0,-13.0,1.0,bed_bath_table,1
241.15,1.0,199.0,42.15,1.0,-15.0,5.0,cool_stuff,0
310.2,6.0,249.9,60.3,1.0,-24.0,5.0,cool_stuff,0
100.62,1.0,86.99,13.63,1.0,-10.0,5.0,toys,0
85.24,7.0,70.0,15.24,1.0,-24.0,5.0,computers_accessories,0
178.39,4.0,159.99,18.4,1.0,-20.0,1.0,auto,1
958.84,1.0,883.64,75.2,4.0,-13.0,5.0,computers_accessories,0
100.34,5.0,84.99,15.35,1.0,-25.0,5.0,health_beauty,0
169.01,1.0,139.0,30.01,1.0,-14.0,4.0,auto,0
143.06,4.0,119.9,23.16,1.0,0.0,5.0,perfumery,0
277.75,2.0,269.0,8.75,1.0,-12.0,5.0,watches_gifts,0
127.01,8.0,109.99,17.02,1.0,-10.0,5.0,cool_stuff,0
104.9,5.0,77.96,26.94,2.0,-7.0,5.0,perfumery,0
279.57,5.0,209.96999999999997,69.6,3.0,-17.0,5.0,office_furniture,0
161.28,2.0,139.9,21.38,1.0,-1.0,2.0,perfumery,1
206.16,1.0,179.8,26.36,2.0,-18.0,3.0,sports_leisure,0
62.01,3.0,45.9,16.11,1.0,-16.0,1.0,bed_bath_table,1
453.33,6.0,399.0,54.33,1.0,175.0,1.0,home_construction,1
113.19,5.0,99.0,14.19,1.0,-16.0,4.0,garden_tools,0
130.16,5.0,109.9,20.26,1.0,-22.0,1.0,bed_bath_table,1
158.07,4.0,139.0,19.07,1.0,-15.0,5.0,watches_gifts,0
117.46,1.0,89.98,27.48,1.0,-13.0,5.0,office_furniture,0
117.57,3.0,99.0,18.57,1.0,-14.0,5.0,construction_tools_safety,0
56.57,1.0,48.3,8.27,1.0,-9.0,5.0,0,0
135.08,1.0,89.99,45.09,1.0,-11.0,4.0,garden_tools,0
28.75,1.0,16.9,11.85,1.0,-19.0,5.0,auto,0
151.51,2.0,129.0,22.51,1.0,-16.0,5.0,sports_leisure,0
51.63,5.0,39.9,11.73,1.0,-11.0,5.0,bed_bath_table,0
207.1,5.0,179.8,27.3,2.0,-20.0,1.0,bed_bath_table,1
33.59,1.0,18.49,15.1,1.0,-12.0,5.0,telephony,0
164.91,3.0,141.12,23.79,1.0,-18.0,5.0,baby,0
83.73,1.0,70.89,12.84,1.0,-5.0,2.0,computers_accessories,1
86.26,1.0,67.9,18.36,1.0,-21.0,4.0,computers_accessories,0
120.22,10.0,103.9,16.32,1.0,-16.0,3.0,electronics,0
145.66,2.0,118.75,26.91,1.0,-17.0,5.0,furniture_decor,0
1038.36,10.0,968.0,70.36,1.0,-19.0,1.0,cool_stuff,1
102.03,3.0,89.9,12.13,1.0,-19.0,5.0,home_confort,0
151.51,1.0,129.0,22.51,1.0,-19.0,4.0,sports_leisure,0
67.5,1.0,49.9,17.6,1.0,-21.0,5.0,toys,0
87.61,1.0,70.84,16.77,1.0,-9.0,1.0,health_beauty,1
63.27,3.0,49.9,13.37,1.0,-13.0,3.0,garden_tools,0
241.89,8.0,179.0,62.89,1.0,7.0,1.0,garden_tools,1
168.6,1.0,152.0,16.6,2.0,-7.0,5.0,pet_shop,0
116.9,5.0,116.9,0.0,1.0,-3.0,5.0,watches_gifts,0
65.0,1.0,49.9,15.1,1.0,-11.0,4.0,computers_accessories,0
71.14,1.0,56.99,14.15,1.0,-16.0,5.0,perfumery,0
49.0,4.0,34.9,14.1,1.0,-18.0,5.0,fashion_bags_accessories,0
762.4,10.0,599.76,162.64,4.0,-9.0,5.0,office_furniture,0
742.93,1.0,700.0,42.93,1.0,-35.0,5.0,baby,0
113.62,3.0,99.9,13.72,1.0,-10.0,5.0,bed_bath_table,0
186.3,10.0,145.98,40.32,2.0,-14.0,2.0,housewares,1
105.38,4.0,89.0,16.38,1.0,-12.0,5.0,computers_accessories,0
68.87,1.0,61.0,7.87,1.0,-8.0,5.0,computers_accessories,0
34.09,1.0,19.99,14.1,1.0,-6.0,5.0,stationery,0
92.68,1.0,84.9,7.78,1.0,-8.0,5.0,watches_gifts,0
68.18,2.0,57.89,10.29,1.0,0.0,4.0,books_technical,0
75.08,1.0,59.9,15.18,1.0,-15.0,5.0,computers_accessories,0
41.13,1.0,25.9,15.23,1.0,3.0,2.0,furniture_decor,1
32.33,1.0,24.9,7.43,1.0,-1.0,5.0,garden_tools,0
44.41,1.0,22.32,22.09,1.0,-17.0,5.0,computers_accessories,0
134.12,1.0,90.0,44.12,2.0,-8.0,4.0,sports_leisure,0
93.01,8.0,69.9,23.11,1.0,-10.0,3.0,housewares,0
420.13,10.0,388.0,32.13,1.0,-19.0,1.0,baby,1
134.41,1.0,119.99,14.42,1.0,-2.0,5.0,computers_accessories,0
335.19,8.0,267.6,67.59,2.0,-6.0,1.0,bed_bath_table,1
88.06,1.0,71.8,16.26,1.0,-10.0,4.0,toys,0
140.56,2.0,101.0,39.56,2.0,-21.0,4.0,housewares,0
186.36,4.0,149.99,36.37,1.0,0.0,5.0,health_beauty,0
299.6,3.0,249.99,49.61,1.0,13.0,1.0,cool_stuff,1
58.38,1.0,36.2,22.18,1.0,1.0,3.0,consoles_games,0
87.83,7.0,65.9,21.93,1.0,-14.0,5.0,furniture_decor,0
39.6,1.0,24.5,15.1,1.0,-4.0,4.0,consoles_games,0
182.91,1.0,166.99,15.92,1.0,-14.0,0.0,cool_stuff,0
118.41,10.0,109.9,8.51,1.0,-4.0,4.0,computers_accessories,0
309.32,10.0,249.99,59.33,1.0,2.0,3.0,auto,0
176.12,1.0,149.0,27.12,1.0,-20.0,5.0,kitchen_dining_laundry_garden_furniture,0
368.92,8.0,349.9,19.02,1.0,-2.0,4.0,health_beauty,0
29.0,1.0,14.9,14.1,1.0,-7.0,5.0,telephony,0
173.09,10.0,155.75,17.34,1.0,-12.0,4.0,auto,0
545.42,10.0,518.0,27.42,1.0,-20.0,5.0,consoles_games,0
115.9,1.0,99.99,15.91,1.0,-5.0,5.0,cool_stuff,0
64.03,1.0,53.9,10.13,1.0,-19.0,5.0,garden_tools,0
437.36,8.0,395.6,41.76,1.0,-16.0,5.0,stationery,0
320.28,1.0,279.0,41.28,1.0,-9.0,5.0,computers_accessories,0
75.25,2.0,53.9,21.35,1.0,0.0,5.0,garden_tools,0
18.83,1.0,7.87,10.96,1.0,-10.0,5.0,health_beauty,0
218.96,8.0,181.0,37.96,1.0,-21.0,1.0,cool_stuff,1
42.37,1.0,26.0,16.37,1.0,-21.0,3.0,garden_tools,0
37.85,1.0,26.0,11.85,1.0,-20.0,5.0,home_appliances,0
179.19,4.0,159.49,19.7,1.0,-6.0,2.0,housewares,1
64.0,2.0,48.9,15.1,1.0,-25.0,3.0,stationery,0
172.87,1.0,150.0,22.87,1.0,-6.0,4.0,construction_tools_construction,0
208.59,2.0,188.99,19.6,1.0,-30.0,5.0,0,0
329.98,1.0,319.0,10.98,1.0,-14.0,5.0,consoles_games,0
37.09,1.0,21.99,15.1,1.0,-20.0,5.0,telephony,0
111.55,2.0,89.0,22.55,1.0,-16.0,5.0,small_appliances,0
314.26,4.0,259.8,54.46,2.0,-8.0,4.0,sports_leisure,0
99.9,1.0,99.9,0.0,1.0,-21.0,5.0,watches_gifts,0
612.59,1.0,0.0,0.0,0.0,0.0,1.0,0,1
88.71,1.0,79.99,8.72,1.0,-2.0,4.0,computers_accessories,0
133.22,1.0,95.0,38.22,1.0,-23.0,3.0,computers_accessories,0
46.72,1.0,37.9,8.82,1.0,-8.0,5.0,sports_leisure,0
111.89,3.0,99.99,11.9,1.0,-10.0,5.0,cool_stuff,0
71.53,1.0,53.9,17.63,1.0,-1.0,4.0,garden_tools,0
242.24,10.0,219.9,22.34,1.0,-17.0,5.0,perfumery,0
230.9,1.0,200.0,30.9,2.0,15.0,3.0,computers_accessories,1
134.76,5.0,104.99,29.77,1.0,55.0,4.0,toys,1
54.91,2.0,31.8,23.11,1.0,-10.0,5.0,furniture_decor,0
62.43,1.0,39.5,22.93,1.0,-2.0,1.0,home_appliances,1
98.53,5.0,89.17,9.36,1.0,-9.0,5.0,0,0
39.99,1.0,32.5,7.49,1.0,-6.0,4.0,construction_tools_construction,0
1014.99,10.0,987.0,27.99,1.0,-11.0,2.0,baby,1
73.34,1.0,59.9,13.44,1.0,-16.0,4.0,garden_tools,0
128.1,1.0,109.9,18.2,1.0,-22.0,4.0,perfumery,0
152.47,1.0,130.0,22.47,2.0,-14.0,1.0,cool_stuff,1
50.63,1.0,25.0,25.63,1.0,10.0,2.0,auto,1
227.14,1.0,199.0,28.14,1.0,-21.0,5.0,cool_stuff,0
175.84,1.0,144.99,30.85,1.0,-14.0,5.0,office_furniture,0
585.95,1.0,555.0,30.95,1.0,-34.0,4.0,health_beauty,0
125.18,1.0,99.99,25.19,1.0,0.0,5.0,sports_leisure,0
63.1,6.0,46.99,16.11,1.0,-8.0,1.0,furniture_decor,1
72.78,2.0,65.0,7.78,1.0,-11.0,3.0,watches_gifts,0
91.19,4.0,56.99,34.2,1.0,-22.0,3.0,perfumery,0
115.5,1.0,91.8,23.7,2.0,-13.0,5.0,sports_leisure,0
96.89,1.0,84.0,12.89,1.0,-3.0,4.0,housewares,0
201.84,4.0,169.9,31.94,1.0,-6.0,5.0,baby,0
42.17,2.0,28.8,13.37,1.0,-16.0,5.0,toys,0
143.38,1.0,120.0,23.38,1.0,-18.0,4.0,housewares,0
104.6,1.0,92.0,12.6,1.0,-10.0,3.0,housewares,0
129.86,1.0,109.9,19.96,1.0,-22.0,5.0,sports_leisure,0
186.05,1.0,166.99,19.06,1.0,-13.0,5.0,cool_stuff,0
33.77,1.0,25.99,7.78,1.0,-3.0,5.0,auto,0
90.22,2.0,74.0,16.22,1.0,-20.0,4.0,food,0
138.6,2.0,122.99,15.61,1.0,-14.0,5.0,0,0
116.57,1.0,98.0,18.57,1.0,-27.0,5.0,consoles_games,0
102.63,2.0,70.0,32.63,1.0,-34.0,5.0,furniture_decor,0
56.46,1.0,40.9,15.56,1.0,-20.0,5.0,furniture_decor,0
67.99,1.0,51.87,16.12,1.0,31.0,1.0,baby,1
103.55,1.0,89.9,13.65,1.0,4.0,5.0,bed_bath_table,0
340.81,1.0,265.0,75.81,1.0,29.0,1.0,housewares,1
22.29,2.0,14.9,7.39,1.0,-2.0,5.0,sports_leisure,0
93.57,1.0,79.99,13.58,1.0,13.0,1.0,furniture_decor,1
62.78,6.0,55.0,7.78,1.0,-14.0,5.0,watches_gifts,0
115.45,1.0,99.0,16.45,1.0,-16.0,4.0,baby,0
73.63,2.0,61.9,11.73,1.0,-10.0,4.0,housewares,0
35.28,3.0,18.49,16.79,1.0,-13.0,5.0,telephony,0
69.73,1.0,56.99,12.74,1.0,-7.0,4.0,bed_bath_table,0
187.41,4.0,157.9,29.51,1.0,21.0,2.0,fashion_shoes,1
114.79,4.0,99.0,15.79,1.0,-17.0,5.0,computers_accessories,0
124.52,2.0,108.0,16.52,1.0,-9.0,1.0,auto,1
99.81,2.0,60.0,39.81,1.0,-9.0,5.0,auto,0
133.58,7.0,118.0,15.58,1.0,-8.0,5.0,perfumery,0
241.76,6.0,199.9,41.86,1.0,-14.0,5.0,sports_leisure,0
645.68,3.0,559.96,85.72,4.0,-15.0,2.0,fixed_telephony,1
138.6,2.0,122.99,15.61,1.0,-15.0,5.0,0,0
69.03,4.0,54.9,14.13,1.0,-1.0,4.0,health_beauty,0
82.84,3.0,53.8,29.04,2.0,-19.0,5.0,housewares,0
416.69,2.0,399.99,16.7,1.0,22.0,1.0,baby,1
891.34,5.0,849.0,42.34,1.0,-5.0,5.0,cool_stuff,0
329.8,5.0,269.9,59.9,1.0,-6.0,5.0,furniture_decor,0
159.69,4.0,146.01,13.68,1.0,-15.0,4.0,watches_gifts,0
74.41,7.0,59.9,14.51,1.0,-13.0,5.0,electronics,0
58.98,1.0,46.0,12.98,1.0,-5.0,4.0,diapers_and_hygiene,0
86.48,4.0,59.98,26.5,2.0,-8.0,1.0,bed_bath_table,1
58.22,1.0,39.99,18.23,1.0,-18.0,5.0,auto,0
176.23,1.0,159.9,16.33,1.0,-37.0,2.0,baby,1
74.48,2.0,59.9,14.58,1.0,-14.0,5.0,auto,0
34.64,2.0,27.19,7.45,1.0,-4.0,5.0,cool_stuff,0
700.89,8.0,610.0,90.89,1.0,-6.0,1.0,cool_stuff,1
37.84,1.0,25.0,12.84,1.0,-7.0,5.0,housewares,0
166.23,1.0,151.0,15.23,1.0,-9.0,4.0,health_beauty,0
32.0,1.0,16.9,15.1,1.0,-14.0,5.0,telephony,0
385.13,10.0,369.99,15.14,1.0,-13.0,5.0,small_appliances_home_oven_and_coffee,0
47.67,1.0,32.89,14.78,2.0,-8.0,2.0,telephony,1
128.25,10.0,109.9,18.35,1.0,-17.0,5.0,baby,0
107.94,1.0,69.9,38.04,1.0,-11.0,5.0,health_beauty,0
163.3,7.0,140.0,23.3,1.0,-7.0,5.0,furniture_decor,0
97.86,1.0,57.0,40.86,1.0,-15.0,5.0,housewares,0
64.13,1.0,48.9,15.23,1.0,-21.0,5.0,art,0
401.63,1.0,380.0,21.63,1.0,-24.0,5.0,health_beauty,0
23.72,1.0,15.0,8.72,1.0,-10.0,4.0,books_general_interest,0
96.95,1.0,39.9,57.05,1.0,-13.0,5.0,toys,0
52.94,1.0,40.0,12.94,1.0,-20.0,4.0,health_beauty,0
108.81,1.0,89.0,19.81,1.0,-7.0,4.0,musical_instruments,0
100.64,1.0,64.0,36.64,2.0,0.0,0.0,perfumery,0
219.49,5.0,199.99,19.5,1.0,-28.0,5.0,watches_gifts,0
1898.27,5.0,1850.0,48.27,1.0,-26.0,5.0,electronics,0
232.72,4.0,199.8,32.92,2.0,-15.0,4.0,pet_shop,0
125.21,1.0,103.99,21.22,1.0,-14.0,5.0,small_appliances,0
53.24,3.0,17.98,35.26,2.0,-13.0,3.0,food_drink,0
142.32,3.0,132.08,10.24,1.0,-5.0,4.0,cool_stuff,0
62.28,6.0,19.9,42.38,1.0,-10.0,5.0,electronics,0
72.14,1.0,56.99,15.15,1.0,-24.0,5.0,perfumery,0
93.39,4.0,74.99,18.4,1.0,-30.0,5.0,health_beauty,0
186.95,1.0,171.0,15.95,1.0,-4.0,4.0,sports_leisure,0
98.37,2.0,90.0,8.37,1.0,-13.0,3.0,fixed_telephony,0
42.13,1.0,26.9,15.23,1.0,-7.0,4.0,electronics,0
63.27,1.0,49.9,13.37,1.0,-1.0,5.0,garden_tools,0
209.28,1.0,132.0,77.28,4.0,-9.0,1.0,housewares,1
69.23,1.0,50.99,18.24,1.0,-8.0,4.0,home_appliances,0
124.42,2.0,109.9,14.52,1.0,-11.0,5.0,perfumery,0
74.41,1.0,59.9,14.51,1.0,-18.0,3.0,computers_accessories,0
91.18,1.0,74.9,16.28,1.0,-15.0,4.0,auto,0
216.07,8.0,189.9,26.17,1.0,-14.0,4.0,bed_bath_table,0
206.92,1.0,190.83,16.09,1.0,-20.0,5.0,watches_gifts,0
76.41,2.0,57.9,18.51,1.0,-16.0,5.0,health_beauty,0
196.68,1.0,159.8,36.88,2.0,-14.0,4.0,computers_accessories,0
168.92,1.0,131.8,37.12,2.0,0.0,1.0,computers_accessories,1
88.37,1.0,70.0,18.37,1.0,-17.0,5.0,baby,0
197.65,1.0,140.0,57.65,1.0,-13.0,3.0,kitchen_dining_laundry_garden_furniture,0
121.39,3.0,110.0,11.39,1.0,-15.0,5.0,bed_bath_table,0
336.71,10.0,299.99,36.72,1.0,-20.0,5.0,furniture_decor,0
216.64,4.0,199.0,17.64,1.0,-27.0,5.0,cool_stuff,0
66.69,1.0,49.9,16.79,1.0,-26.0,5.0,fashion_bags_accessories,0
40.22,2.0,21.99,18.23,1.0,-7.0,5.0,bed_bath_table,0
47.43,3.0,35.0,12.43,1.0,-12.0,5.0,cool_stuff,0
